SHE IS THE CAT,1
BERLEEZYYYYY,1
cant believe django is playing a little soul blob,1
So basically Inside Out but with death,1
I shoed this to my friends little brother and hes deppressed He is 8,1
Okay so um the trailer made me tear up a bit ngl  Ill be bringing 3 boxes of tissue to theatre,1
Those overlord guys look like something from super paper mario,1
I need to see this for my mental stability Said every Pixar fan,2
Petition to make joes last name mama,1
First thing joe says OHHHHHHHHHHHOHHHHH,1
Wait  whaat  help mybe,1
Cringe dont show this to children,0
Jews at the time believed in reincarnation  If it were a mistake Jesus would have rebuked them as he did at other times  Blind from birth  Who sinned  Was it him or your parents   John 9 12 Do not go wrong again lest something worse happen to you  They say that Jesus is Jeremiah or Elijah Mt 16 1317 and Mk 7 2730 Elijah has already come and  recognized him Mt 17 1013 Mark 9 1113 Dialogue with Nicodemus John 3 112 They say that Jesus is the risen John the Baptist Mark 6 1415 Luke 9 79,1
IN WHICH SCHOOL WOULD YOU PLACE YOUR CHILD Imagine that you move to a new city with your family  The city has only two schools so you decide to pay a visit to each of them to decide which one to enroll your child in At the first school he visits the school principal explains to him that there the child studies throughout the year and at the end of the year he will take an assessment test  If approved it will go to the next year to a special class with all the students who have dedicated themselves forming an elite class  If the school fails the school will keep the child locked in a room forever with all those who have failed  Nor will parents ever see their children again  THEY WILL NEVER HAVE ANOTHER CHANCE At the second school you visit you find that the system is different  At the end of the year the approved children will also go to a more advanced class but those who fail will repeat the year having to undergo again the teachings and tests in which they failed AS MANY TIMES AS NECESSARY until they are approved thinkingfaceNow I would like you to answer SINCERELY In which school would you enroll your child  foldedhands,1
spiritismredheart,1
Ill pass thank,0
tina feys inside out,1
This looks awesome I CANT WAIT,2
043 when Miles finds out the Prowler is his Uncle Aaron,1
I do not understand why do they need to go to Earth when the places this movie takes place in seem so much better,1
Showed the whole movie in the trailer Awesome,2
137  okk i get it words dont even come out of his mouth,1
Damien Chazelle is gonna love this,2
As a jazz band kid whos band teachers have heavily influenced my life in an incredibly positive way I seriously cannot wait to watch this I know it isnt about jazz but just the premise makes me excited,2
cant wait for extremely religious people to protest this movie,0
A couple different shots seem to show Joe with a little girl possibly his daughter I have three theories 1 he has a daughter he wants to get back to 2 he gets a daughter at the end of the film and she has 22s soul of 3 he HAD a daughter and her death is one of the memories well see,1
Story by Kierkegaard,1
Look at dis dude,1
Timing  Relevant  You decide,1
ooooooooooooooooooooh oof,1
Okay that cant taste or feel but they can see and hear Nani,1
This is a gonna be a great movie I can tell,2
Im tired,0
Meh,0
Berleezy,1
003 OOF,1
We are a soul with a spirit in a vessel,1
Waste Cmon Pixar you can do much better It seems you are running out of ideas,0
Honestly Im pumped This film looks like its gonna be amazing as well as heartwrenching,2
this is gonna be LIT and i know im gonna have an existential crisis but im READY for it,2
I have a feeling that this is gonna emotionally wreck me,2
When he falls in the beginning  he says OOF,1
Bloomer vs Doomer,1
Hello humans,1
What if Black people had feelings,1
003 OOF,1
Oh cool Disney has a black main character Disney Well yes but actually no,1
022 looks just like MS 74s band room,1
Oof,1
my mom thought i was watching something inappropriate at first because of the scream,1
003 oOF,1
Even though this trailer gave away the movie it still looks really good Cant wait to see it,2
First Pixar movie that looks meh,0
is this filmed in africa i didnt see any other race than black,1
is he suicidal,1
Michael Newton would love this movie,2
10 likes says that she ends up being his child and they both fulfill each other on a deeper level,1
Luciferian nonsense,1
ah yes death,1
From the 2 studios that brought you what is going in your head to what is death we get existential crisis the movie,1
I have an existential crisis everyday and I have trouble dealing with change so I can already tell this movie is gonna be fun,2
Why do I think joe looks like big smoke,1
This looks infinitely more interesting than Onward,2
Its a shame none of this works like that obviously or else DiD wouldnt exist,0
good trailer,2
This is a copy of Inside Out,1
This will be like the egg,1
So is he a Joe Joe ,1
Why is there no white people,1
Big smoke is a good player,1
spiritism raisinghandsmediumlightskintonethumbsupfoldedhandsglobeshowingAsiaAustralia,1
I dont see whats so great about having a Soul All my Soul does is lie about who Im supposed to be when Im really supposed to be just another average nobody trying to make my way in a Universe I dont belong,1
AJR AJR AJR AJR AJR AJR AJR AJR AJR AJR AJR AJR AJR AJR AJR,1
The only movie that looks good in 2020 Everything else looks trash,2
This trailer was great in the beginning but the end,2
Soul  CoCo,1
Best Animated Movie of 2020 ever,2
this is the  first time im excited about a pixar movie,2
AJR,1
Everyone getting their hopes up for this movie What do you want to be remembered for Pixar  Probably for dOinG tHiS FUnnY c0wb0Y DanCe,1
if ajr is going 2 be in this im buyin tickets,1
AJR COME HANG OUT,1
Steve jobs would be proud of this masterpiece,2
This movie looks amazing,2
Sounds like the beginning of the movie is going to be an Overture hint hint to all my AJR fans,1
Do,1
they used an ajr song yay,1
At 019 you can hear jack sing part of ill be there next time but since they did not use really any of the lyrics apparently they see that as not having to credit ajr,1
if theyre using Ajrs Overture soul has to be good,2
Some German subtitles Please  3,1
Tell me the name of the music in the background,1
Excited for this movie,2
I am exited,2
Absorbing 7 human souls is not advised,1
scooter gone over the hole,1
Him We only have a short time on earth Me  immediately screaming,1
Is the main character when  he is alive is inspired by Billy Paul the famous soul music singer,1
the first time ive heard ajrs song the overture in this,1
Huh They dont mention OVERTURE,1
043 Berleezy is that yourollingonthefloorlaughing,1
joe who,1
WOW,2
From the makers of Coco BLACK COCO,1
Piano hits different,1
Why do I think the title of the movie was PIXAR SOUL EATER,1
041Me I Got The JigFalls In Sewers  Corona Virus,1
Where is A Bugs Life 2 stillwaitingforabugslife2,1
Is there anyone else who just came back to this teaser to listen to that amazing soundtrack,2
Give this movie a chance its made by the people who made inside out up and coco,2
please anyone know the piano song in the first minute name is please i keep playing this clip over and over,1
me hears AJRAlso me YAS THEY GOT TASTE,2
the music is lit,2
Who els is watching this cause they just want to here AJR,1
Pixar introduces black protagonistAlso Pixar makes him the first person to die Me I see wot u did there,1
MOODY BLUES,1
IM ONLY HERE FOR AJR,1
This looks pretty good tbh,2
NobodyRoblox Players 054,1
Hi,1
I want this to be a good old fashioned childs movie that o can really enjoy,1
Looked good until it became inside out 2,2
This is AJRs rise to fame,1
Anyone else noticed the scoter would have feel in the hole,1
Inside out Up Coco,1
Im from the future and its 2020,1
Honestly the only reason why Im watching this trailer is solely just because of AJRJRJRJRJRJRJRJRJRJRJRJRJRJ,2
Name of this song,1
Pixar this is heaven Me are you sure about that,1
wouldve just been better to just be a nice realistic movie but alas that would be too good,0
Did they cut Ajr out of the real movies Ost,1
Coco  the orther side Soul  the up side,1
Omg they used the ajr overture,1
The cowboy dance was the unfunniest joke i have ever seen,0
Now I have to imagineer how Inside Out ties into this,1
OMG AJR,1
The music is this trailer appears to be too interesting and irresistible,2
Its sad that mo one saw or help Joe when he fell,1
Ahhh AJRs overture,1
Everyone that IMMEDIATELY takes a trailer as a movie This sucks it looks like Inside Out ripoffYea Pixar loves to screw with peoples visual expectations so congratulations for allowing ONE trailer of no more than small snippets of nonessential scenes to tell you the whole story in 1 minute and 30 seconds Mustve been a BAD movie to feature little to nothing but a silly booger dancing a cowboy jig,0
I like the song,2
AJR,1
Anyone else freak out with AJR OVERTURE,1
Anyone else freak out with AJR OVERTURE,1
WHAT IS THE SONG,1
Gta 6 lookin good,2
1995 What if Toys had emotions2003 What if Monsters had emotions2009 What if old people had emotions2015 What if emotions had emotions2020 What if souls had emotions,1
Dont waste your time on movie trailers and movies get out and do something,0
I adore AJR and I dont want to fuel a fire but I find it kind of ironic and a bit sad that Jon Bellion wanted to write music for Pixar and a group that a part of Jons fandom is skeptic about see HumanNetflix Trip drama All Time LowBurn the House Down drama sample machine drama etc and one that people say he wrote about see Lets Begin lyrics is in a Pixar trailer lol,1
Im pretty sure that scooter just drove over the manhole,1
RIP JoeLast words Whoa Whoa Sorry,1
In Pete Docter we trust ,1
why didnt the biker fell down the sewer i mean he was right on it before joe,1
This looks like another phenomenal Pixar classicUntil 053,2
Pixar  never ceases to amaze Great job,2
As soon as I heard AJR glad theyre finally getting some of the recognition that they deserve within the first few seconds of the trailer I knew I needed to see this movie even though I know its going to make me cry,2
Ok this movie could have been a really great movie with some great social commentary and life and following your dreams but then he turns in to a blue booger and that just makes me mad but Im still going to watch it because its Pixar,2
Waitif he almost got hit by the motorcycle then how did he fall in the hole if both the hole and motorcycle were there 046,1
Long way from Snow White,1
The first few seconds of the video YOU VERY INSPIRING when you see the main character di Me,1
We sure this isnt the Inception sequel,1
ey,1
Why is the hole to the sewers wide open in the middle of the road Theres not even caution tape or cones around it,1
The soul girl is going to go into the body with him itll be a split personality Just my theory,1
Is it touch And why the heck Joe feel the momentum,1
He die,1
rip my cinemas r closed ,1
Is all this living really worth dying for Honestly thats a scary thing to think about eternal life without happiness or death with happiness,1
This is somehow giving me Aurther vibes from the game Dreams XD,1
Ya great movie to show kids like me about dying AND SAYING IT MUST HAVE BEEN SUDDEN FOR YOU,1
imagine this really big plot twistthat the girl soul was the girl that was in his class that was presenting on a trumpet ,1
Im sure the scene in the movie where his soul and the other one goes in the same body and they got like one take the control of the body while the other sleep Or they talk simultaneously Or they are mix together,1
IS THAT THE SAILSCLERK FROM NEO YOKIO,1
His mouth werent moving when he said ok I get it,1
Too bad the Coronavirus closed cinemas,0
first pixar movie to have the main character get fuckin murdered onscreen,1
Yeah no just 187k view in 2 week  they will not resume the production of soul,1
How to die fall into the sewer even though its probably 5 feet deep,1
WHAT THEY CANT EAT what a hard world,1
I feel like his death was treated too much as a joke,1
109 Can someone please tell me whos this voice actor His voice sounds so familiar,1
sadbutrelievedfaceanxiousfacewithsweatanxiousfacewithsweat,1
I feel like why would God have a way for a full professed person have a way to the great before what,1
Super,2
When you die because Corona virus,1
Is that the gunga ginga person singing in the background,1
This movie is like one from the disneys,1
044 when it is time to hand in tests,1
Big smoke finally lost some weight,1
When you die in Mexico Coco  you live in another world until you are forgotten When you die in America this happens Why I am feeling that the Karens from Facebook will try to shut down the movie because of their vision of the afterlife,1
Dude are u saying that i have eye problems in death and in life,1
The counts off Huh,1
Dont know why they just dont call it heaven in the film instead of the great beyond trying to stay away from the religious stuff huh not good,1
This made the movie really dark,1
Why couldnt the part where hes actually alive be a plot twist in the movie Why show it now,1
They literally just advertised the whole movie,1
Me OK OK movie seems niceHeard word QUIRK me hold up,1
I want to see soul,2
Is living worth dying for Ooooohhexplodinghead really hard to answer,1
I keep watching this its my 5th time,1
if dis delayed,1
I want to make a joke buts its about a certain pandemic,1
oh well im ready to cry the shit outta myself,1
109 the actor of onion from Apple and onion,1
Kino means movie,1
153 there is a cat in his lap 22 has the attitude of a cat,1
That girl soul is the unfunniest character i have ever seen,0
I wonder whats with the choir singing,1
Was that Richard Ayoade Sending souls to earth,1
Perfect cartoon,1
Did anyone heard the OOF   from the beginning,1
To be honest with you this actually looks like a pretty good movie,2
What the hell is that Pixars movie gotten weird Theres no way my soul will be like that after died,1
THIS LOOKS GOOD,2
pretty sure this trailer just showd us the entire movie,1
A much more interesting trailer than the first one,2
Prepare yourself for an onion ninjas massive attack,1
Those 48 dislikers should have never been born,1
The ghost of duke Ellington the movie,1
anybody know the song used here,1
Another oskarmovie,1
how did they fuck up hitlers soul sooo bad grimacingface,0
Shang Tsung favorite movie,1
What is song named,1
They Princess  The Frog this movie,1
I better start stocking up on tissues cuz this is going to be yet another blubberfest,1
I like the idea of it but hopefully it will be better than Inside Out,2
Hey guys what movie idea you guys got Death related Awsome make that a movie,2
I knew it,1
Yesss this looks so trippy Cant wait to watch this on psychedelics lmao,1
A Soul for a Soul This does put a smile on my face,1
Ok but when this movie comes out there will most likely be a lockdown for the coranavirus,1
blueheartblueheartblueheart,1
Hmmmm Finally an original ish idea from Disney,2
I hear onions voice form apple  onion,1
Another soulful movie by Disney and PixarI cant wait to see this one,2
from the makers of inside out coco Im pretty sure this will make me cryagain,2
Bruh the only reason Im seeing this is Daveed Diggs,1
when kids see this movie they will be more confused about the afterlife,1
i see mortals are getting closer to the great truth,1
This reminds me so much of the story mode for the ps4 exclusive dreams Ironic right Lol,1
I have a theoryBefore Joe taught music in New York he came from a school in San Francisco where a young student with five emotions just recently moved in,1
Alright this looks amazing,2
Nothing like having the whole movie spoiled by a trailer,0
This is so sad He cant taste or smell pizza,1
I think that soul girl will be his daughter Im just guessing,1
Interesting trailer,2
number 1 rule of animation movieif your main character is black then have them for the majority of the film as other thing,1
Thats not how soul works After death the Soul enters after life and immediately shifts into another body that is when baby is born It all happens in a second,1
Although better than the first trailer but I still think they should have focused more on the real life story or just specificity be about that,1
Please No more trailers This movie looks awesome,2
Oof,1
Based on Inside Out Pixar going deep is a cause for celebration This could be stunning,2
Amazing,2
I like the second trailer for Soul and it is alright,2
As a person puts on new garments giving up old ones the soul similarly accepts new material bodies giving up the old and useless ones,1
Guys I just watched soul for free,1
Story looks nice animation is a bit bad,1
Who else saw the ad trailer before the trailer,1
Did they spoil the movie I can not stand trailers that give us the entire plot we didnt need to know he was still alive expressionlessfaceexpressionlessfaceexpressionlessface,1
Ironic because black people dont have souls m,1
Yep dont waste your time on what makes moneygo do something productive Let others PAY to hear your music PAY to buy your art and PAY to watch your movieswho has to eat anyway It is overrated,1
046 is that max,1
I would much prefer a movie about this guy fully in the real world but you never know it might be really good,2
Lets just say That the main character does not look like a soul its more like a squid Oh thats a hatSHET,1
So Disney and Pixar finally decided to make a black person the lead of a movie but they ended up killing him can you believe that Unbelievable,1
Man itll have been really good if not for that blue thing,1
Not try ing to be racist,1
Disny 2020 what if black people had fleeings,1
The song in the back round is come hang out,1
I hope theres a Toy Story Easter egg in this,1
The fact that this is coming this year makes me whole,1
It doesnt look bad but I dont think it looks nearly as good as Onward,1
looks like a short but its gonna be ana mazing film,2
Jamie Foxx first voice over film  I have to see this,1
If you now ajr like this comment because the ajr song come hang out plays,1
I kinda wish they played Overture longer,1
From the creators of Inside Out and COCO means that  there wont be any sequel to this movie,1
Man this is just inside out Wtf,1
He lOcKs liKE fuCKinG biG SMokE anD morGAn freeMAn HAd a baBY aNd NIck fURY iS tHe TWinN,1
3 chords Not so much soul am I right,1
Dude why have black characters if they wont be black This is why black people hated  Princess and the frog,1
I want to be remembered for the life I lived not the money I madesmilingfacewithhalo,1
everybody get ready to cry because these are the same creators that made up  coco  weve cried durring both those films,1
Me 113,1
Big smoke finally became a actor lol facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
2meatonbonefoxface Pixar films in onemeatonbonefoxface,1
055 oof,1
K,1
The dog caused the poor mans death,1
To me this looks like another great original,2
who here  just watches the trailer just for the music,2
The studio the bright u UP  Coco Inside outMe so Like ever movie that made me cry out,2
And yet another movie with a black protagonist that turns into something undefinable else within 15 minutes of the movie and stays as such until the very end yaaaayLike in The princess and the frog remember,1
This really made me toss my pcI mean what am i doin,1
I hear ajr,1
the motorcycle just hovers over the sewege hole,1
Lol is anybody gonna talk about the shape of his head in the thumbnail though,1
This thing is cringy,0
Pixar Trailers People I wanna see it I wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see it,1
the soundtrack gonna be lit,2
So like did he die or what,1
This movie actually looks sad or is that just me,2
We have a short time on this planet I better find a good place to put a red whool bed to when I respawn,1
You story People have feeling sCars cars have feeling Finding Nemo fish have feelings Inside out girls have feelings Soul black people now have feelings,1
AJR anyone,1
what am i doing YEETS THE FUCKING COMPUTER,1
redheartredheartredheartbeamingfacewithsmilingeyesthumbsupmediumskintone,1
044 my favorite part,2
046When your dog ends up causing the death of a man,1
Yeah but that man was obviously wanting to invest in those stonks,1
Wow,1
Looks like he died,1
I want to street race,1
This looks like its going to be a beautiful film and I cant wait for it to come out next July,2
The protagonist looks like if Mr Potato Head Big Smoke and Steve Harvey all had a baby together rollingonthefloorlaughing,1
sequal his soul falls into a hole as well,1
Pixar 1997 what if toys had feelingsPixar 2006 what If cars had feelingsPixar 2016 what if feelings had feelingsPixar 2020 what if black people had feelings,1
I can imagine Will Smith in this,1
This looks promising,2
I love the song,2
Bro mr Church on the thumbnail,1
AJR overture,1
So he just fell through a well and turned into fluff,1
I feel like Ive been taught a lesson in this trailer,1
Jamie Foxxx aka Electro from the amazing SpiderMan 2,1
Dont waste your time on junk of life thats deep Throws yourself outta the window,0
Ah finally a deep Pixar film Just my kind,2
This dude got like his own movie,1
Whats the characters name The protagonist by the way,1
Me Woah this looks relatable to life very inspirational and an all around good moviePixar FuNnY cOwBoY dAnCe,2
Thats really interesting but looks goooooood,2
The soundtrack sounds glorious,2
im i the only one who read Soul Train instead of Soul Trailer I thought this was Don Cornelius animated biopic,1
What is the song I wanna knowgrinningface,1
He looks like morgan freeman,1
The lalaland we deserve,1
I can wait to see the movie grinningfacebeamingfacewithsmilingeyesmoviecamerathumbsupsparklingheart,2
022 yoo this is a kids movie but are those drugs and energy drinks on the desk,1
Some people dont believe that in the after life you become a ghost or spirit which is still a soul that rises out of your body,1
May I see Carl and Ellie together again please,1
We only have a short time In this planet ok Its time we cry the sht out of ourselves,1
Good to see that big smoke lost weight and has a new movie coming out,1
Who ready for Soul starring Jamie Foxxmusicalkeyboardmusicalnotes,1
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyclappinghandsclappinghandsOKhand,1
Hahaha personfacepalming,1
Oh wow,2
Love you soul Nice trailers,2
Cowboy dance just killed this for me haha,1
And the dude from Nine Inch Nails delivers a palatable score for this childrens movie,1
I like the message this movie is gonna send suicide prevention,2
Thats a good question which I dont have an answer for ,1
Can we just acknowledge that AJR was in a Pixar commercial,1
Ah they used the overture,1
Finallyyyyy They make something new,2
Beautiful background musicsmilingfacewith3heartssmilingfacewith3heartsPlease tell me name of it,2
Not interested,0
Wait did he die Are we going to watch his soul travel to find peace or is he in a coma and his soul is trying to reach his body OMG thta would be awesome astonishedface,1
The add I just watched was about this movie,1
Awesome another pixar movie,2
Im Joewrites the letter M on the boarduh oh,1
finally a pixar movie that looks good and isnt a sequel,2
Before Inside out afterSoul,1
I dont understand Pixars motives here Deep emotions and death Who was this made for This might be sad or boring to children,0
I am exited to see it in Disney plus,2
Guys try visiting this site to watch the film above or the newest film  dujmmovie3blogspotcomthat website is my subscription place to watch the latest film releases there is also a large selection of films complete with clean picture quality I have also watched the film above this film is very cool uncensoredAmici piuttosto che voi che siete curiosi di vedere il filmato qui sopra dovreste semplicemente guardare il film qui Ho visto il film due volte film molto soddisfacente molto bello alla fine anche non ha deluso molto bello guarda subito il film tutto ci che devi fare  fare clic sul link sopra e scegliere il film che vuoi guardare,1
So people in a coma are just people who didnt go into the great beyond,1
048 WE GOT A WALL HACKER BOIS,1
So that were you been Coma for a year on adventures,1
Is it just me or are Pixar movies done,0
firefirefirefire  107 heartwitharrowfire   backhandindexpointingdownbackhandindexpointingdownbackhandindexpointingdownblueheart,1
this trailer looks beautiful a Disney movie that im truly looking forward to,2
redheartI Love Trailer Soul Look Beautiful  Amazing to Watching,2
This is so different then other Pixar movies,1
Best trailer nice adventure,2
The NEW Trailer is here winkingface  httpsyoutube2gS1CoS8AVA,1
This movie actually gives me hopes on life,2
Is no one is gonna talk about the GIRL LOLfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughing,1
Holy Shit thats AJR,1
if everyone was a musician humanity would starve and die,1
Who will gonna cry again,1
Heres a jokeIts Coco with americans,1
overture being in this movie makes me want to watch it even more loudlycryingfaceloudlycryingface where my ajr fans at,2
Im not sure if I like it,0
The song said damn real loud and you did not censor it OKhandOKhand,1
You want to become the person you was born to be Dont waste all your time on junk of life What am I doing CRASH,1
No one the motor cycle passed the hole and didnt fell,1
I really hope ppl dont start turning against and hating on Onward after seeing Soul I mean dont get me wrong Soul like a great movie but IMO Onward was just as great as much as Soul will be Also I dont really compare I just enjoy these kind of films for what they are,1
Go live your dream,1
Cooooool,1
115 magically gains legs,1
Why is everyone hating on this movie Other than the cowboy dance part it genuinely looks like an amazingly good film Plus it chose AJR as its trailer song so you know its gotta be good,2
This is replacing Gigantic ImStrangely okay with thisPlease dont suck Soul,1
kinemaster,1
AJR GOT A BREAK HECK YEA,1
They used AJRs Overture AAAAAAA I love it,1
People who dislike this trailer is racist angryface,1
Black Pixar movie  Wow  And the Black guy still dies at the beginningfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyloudlycryingfaceloudlycryingfaceloudlycryingfaceclappinghandsclappinghandsclappinghands,1
114 me when I win a game of fortnite,1
Ajr,1
Please say they remove that stupid dance part,1
I love the song its overture by AJR,2
A black person falls in a hole and the hole takes him to an alternate universe,1
WHY IS NOBODY TALKING ABOUT 114,1
Still waiting for a bugs Life 2,1
AJR,1
It wasnt the fall that killed himit was the sudden alligator at the end,1
Honestly wanted to see this movie when I first saw the trailer Not sure why other people arent interested in it Theres nothing you can do about what theyve already made so just try and see it differently Also because more movies will be coming out so theres plenty of time to see something to your exact liking ,2
AHHHH COME HANG OUTYESSSSSOverture is the name of the song at the beginning by AJR,1
Wait if this movie is about souls and its called Soul then why isnt Inside Out called Emotions,1
Movie starts black man init dies,1
I literally just got an ad if the trailer I was gonna watch,1
Seeing my boys get their music in a movie trailer was nice  love me some AJR,1
So what what would you want to be remembered forProbably for The giant enemy spiderGreat,1
110 me 2,1
022 teaching kids how to play GTA 5,1
Why was he even looking UP,1
Everybody gangsta till he turned into a blob,1
I am so excited to see this I want more black cartoons I cannot wait,2
1 he doesnt die im pre sure hes just in a coma2 stop complaining that hes blue this is showing people that we are all the same on the inside regardless of race,1
AJR is always a yes,1
No one pulls a lot out of a little like Pixar does I have no doubt this will be another classic,1
It was ok up until they turned into jelly babies,1
When is this masterpiece coming to the screen,2
I wonder it go to be a flop just like onward,0
First 50 seconds of the trailer Mature themes great looking plot noice Second 50 seconds THE HOLLYWOOD MACHINE HAS STRUCK AGAIN,2
I hope Pixar does more movies about animals,1
I love the AJR song in it so excited for this,2
I was just wandering how didnt motor fall on the holefacewithtearsofjoy,1
Alternative title Inside out 2,1
How the fuck was there a manhole the scooter went right through that path,1
Me watching the first 50 seconds THERE IS A ANIMATED MOVE ABOUT JAZZ YASSSMe watching the rest Oh Nevermind IM STILL GOING TO LOVE IT,1
AJR,1
First part looked amazing,2
Mmmm looks like they did the instruments the best for accuracy mmmmmm I like,2
he could just wake up in the hospital at the end one BIG Dream,1
Ajr has enter the chat,1
What is that on 22s chest,1
116 me during recess,1
I dont like the animation and the souls,0
023 I wish I could quit my job at Banan Alice like this Banan Alice eXcUsE mE    ,1
they used AJR,1
Only watched for the AJR music,1
A nonbiblical type of soul which literally is pagan concept An energy type that barely have image but is totally different from its body not having a nose neither ears nor hair Just making some figure variances for distinction  But it certainly has No real GOD nor angels just the wandering and the damned souls A pagan view of spirituality especifically norse type of spirituality a puny speck of talkingenergy figure The norwegian pagan cult promotes that souls are speck fragments of energy or gloomy ball or cluster of luminal speck or light,1
When does this come out it looks so goodsmilingfacewith3heartssmilingfacewith3hearts,2
Why do the black characters never stay human for long in these movies,1
so a moped drives straight over an open manhole,1
any one from ajr,1
Looked interesting till the lead became a ugly generic animated character with the sole purpose of selling merchandise,0
Appreciate the ajr,1
They forgot is a creator of princess and the frog,1
027shes not holding the trombone correctly,1
Yo this looks amazing The music alone smilingfacewithhearteyes omg Im so excited,1
A J R PEOPLE GO LOOK EM UP,1
The funny cowboy dance worries me,0
Honestly with all those deep quotes I think my life has been changed already by this movie Looking forward to it,2
haha funny cartoon character do funny random dance for no reason so funny Im literally dying with laughter hahahahah,1
Disney just keeps getting creepier,0
This movie gives me chills of excitement,2
The animation literally takes my breath away stunningly beautiful,2
AJR  Overture,1
I thought this was some MLK Malcolm X Duke Ellington Louis Armstrong kinda thing,1
046 he drives over the pothole,1
So its like Inside out,1
God the music in this is awesome,2
Im so proud of AJR Their music will be on the big screen,2
Who else can hear AJR in the backround,1
045 looks like max from secret life of pets,1
i love that movie,2
you had me in the first half not ganna lie thought i was ganna get a movie about music and culture and you just straight up kill him hes dead gone hes also blue now,1
The beginning was the best part,2
can we just talk about the fact his hat is a part of his soul,1
gemstonepickjoystickchildteddybearteddybearteddybearbabydarkskintoneteddybear110pickgemstonejoystickchildteddybear Its the first voice of Onion from Apple and Onionleafygreenturtlebabydarkskintoneteddybearchildteddybearredapplegreenapple,1
looks excellent,2
This trailer got me at Jamie Foxx,1
is the movie out allready  cant find nowhere to download it  would like for some advice or help  and help ,1
You can hide the truth in plain sight,1
I think the new release date isSoul  December 18 2020Greyhound  July 31 2020                                     Morbius  October 30 2020,1
109 does that voice sound familiar to you,1
In Loving Memory Of John Conyers Jr 19292019,1
